927,1425,5.89987782823755
1106,1022,5.759621899585
70,2087,5.72594099514072
1558,1436,5.6769054106353
2009,937,5.67156773992792
1293,2471,5.6663658930438
1188,2313,5.6501054959158
2468,1078,5.62149294407618
2242,2556,5.62084602742698
988,1972,5.61124006104546
1697,1453,5.60311967564667
125,2292,5.59429715367696
1624,1857,5.59257406217512
1244,0,5.54757389641054
2644,1036,5.54604980670001
2540,2137,5.5273388532255
307,2723,5.51202006801213
593,2148,5.50473893916796
2705,2556,5.50026018838253
796,98,5.49338188726642
2242,2705,5.4899186908242
988,1636,5.48658039627389
793,1145,5.48093299853326
757,2235,5.47973474218725
1604,1636,5.47764248153317
1346,638,5.47380572305474
1261,1636,5.46422195603782
598,1143,5.46215296962828
2464,2022,5.46197828864842
598,1636,5.46163431919967
598,988,5.46161756672609
2663,1942,5.46008400242681
1636,1143,5.45897191877111
988,1143,5.45736905968397
1261,988,5.45692681876926
1261,1143,5.45327938541959
1261,598,5.45180575602217
2324,579,5.4516052485219
399,2234,5.45144038108174
1972,1604,5.45010405443099
598,1604,5.44786272381225
1604,1143,5.44589011513699
1900,545,5.44550248053565
1261,1604,5.44519196717602
141,2736,5.43912657850024
2321,1934,5.4353846892036
1972,1636,5.42821147738596
840,1313,5.4261334876137
155,0,5.42430675419382
1101,2399,5.41847770603408
79,896,5.41214861173466
988,1604,5.40558668885478
174,2525,5.39904744622982
598,1972,5.39535526528562
1972,1143,5.39303081973048
1261,1972,5.39236199859579
1492,2248,5.3854562123006
1377,104,5.38227085873768
430,428,5.37437201037983
374,2191,5.36679427266699
1377,219,5.36564023814981
611,2671,5.355551181593
1714,290,5.35390554660717
717,916,5.3492956479131
2736,423,5.34223407105173
1599,2398,5.33983496843166
1314,1457,5.33795789128635
219,104,5.33542039580789
18,2101,5.32949548080387
1163,2013,5.32657064642763
1046,1937,5.32393640193322
1184,1037,5.31852811600265
1599,936,5.31234029609732
941,2101,5.30973030156611
2042,960,5.30779521581462
141,423,5.30581384160087
2595,1240,5.30522390650003
181,2316,5.30368977923308
218,1155,5.2979268878712
1459,1399,5.2972870950457
1853,2525,5.29628934848779
290,476,5.29550500098321
91,2470,5.29353403180403
2339,1612,5.29234026072845
2523,721,5.2875333334805
1293,526,5.28270357327165
2471,526,5.2826064360047
1129,801,5.27818182426245
616,1732,5.27288185661791
212,2527,5.26913360553226
589,73,5.26845807303243
2569,840,5.2675970527539
1244,155,5.26328834444985
1624,2246,5.26320878327033
1838,2160,5.26152454809881
2563,2455,5.25747891427454
2019,2509,5.25696294062845
862,676,5.25289567161508
1728,1179,5.25245430232235
275,2025,5.24752678542427
2719,573,5.24653018902791
987,2369,5.24482265482857
2560,992,5.24444911451201
1738,1030,5.23950745983802
2147,1473,5.23820058813271
759,2369,5.22282806027897
2548,1115,5.2226800163603
2424,2414,5.22107475407438
99,2558,5.21838804190793
2112,1465,5.21813584022448
1097,841,5.21484726304016
918,1396,5.21437395649355
1715,223,5.21250586799215
1624,931,5.21154250795507
610,1023,5.2095832670625
1257,1399,5.2083973676913
2148,1465,5.20629115732072
578,738,5.20457837146296
1937,2006,5.20146858029693
2190,2720,5.20105136510392
2360,1152,5.20007901591771
1929,2594,5.19827147640353
2012,1731,5.19586185024809
2127,354,5.19452821093682
2246,1857,5.1876855079845
1033,1188,5.1872543446575
593,1465,5.18154417838332
2589,2469,5.18114100253524
745,285,5.18002421240135
2218,2715,5.17983130343464
2428,1964,5.17848704185189
2112,2654,5.17822432847561
2148,600,5.17721343232688
2540,1664,5.17613894831402
2654,600,5.17302241479956
2148,2654,5.17294416919367
1522,1085,5.1697240976705
1072,1737,5.1695744131016
589,550,5.16898567687895
2576,2739,5.16870291352598
757,873,5.16858699124032
1714,476,5.16823475032197
1240,1511,5.16813266785948
2569,1313,5.1676853267345
2112,600,5.16663200090125
873,2235,5.1664897902042
2205,1726,5.16502284232593
1648,2499,5.16370518335816
73,550,5.16338483334221
582,898,5.16312815189667
593,2654,5.16223104231494
963,1852,5.16151743613591
1223,2205,5.16103448535569
2259,1790,5.1605038593093
138,1716,5.15988394071974
2447,979,5.15987294186471
1808,1192,5.15954129654256
153,249,5.15595052126082
