disease,gene,score
16,1998,1.72
41,1998,1.643
27,1998,1.525
4,1998,1.491
70,1998,1.483
44,1998,1.445
82,1998,1.423
32,1998,1.396
37,1998,1.394
68,1998,1.337
14,1998,1.238
10,1998,1.223
85,1998,1.205
64,1998,1.19
66,1998,1.18
55,1998,1.163
50,1998,1.124
31,1998,1.073
7,1998,1.02
73,1998,1.004
25,1998,0.996
79,1998,0.995
24,1998,0.949
47,1998,0.939
26,1998,0.915
20,1998,0.858
90,1998,0.791
54,1998,0.789
38,1998,0.755
21,1998,0.751
11,1998,0.735
19,1998,0.72
34,1998,0.719
42,1998,0.692
56,1998,0.685
72,1998,0.666
30,1998,0.666
3,1998,0.663
6,1998,0.658
1,1998,0.649
75,1998,0.64
77,1998,0.59
39,1998,0.571
43,1998,0.546
64,965,2.069
90,965,1.912
54,965,1.547
48,965,1.126
70,965,1.122
24,965,1.091
61,965,1.089
6,965,1.055
31,965,1.048
44,965,1.018
55,965,0.965
82,965,0.954
89,965,0.915
67,965,0.892
4,965,0.89
73,965,0.828
21,965,0.796
56,965,0.794
14,965,0.79
79,965,0.773
20,965,0.694
39,965,0.647
34,965,0.644
10,965,0.616
50,965,0.61
26,965,0.603
37,965,0.599
32,965,0.592
30,965,0.58
11,965,0.58
3,965,0.577
75,965,0.542
81,965,0.512
7,108,2.703
75,108,2.617
50,108,2.611
43,108,2.602
70,108,2.538
38,108,2.422
47,108,2.402
79,108,2.355
82,108,2.307
19,108,2.255
14,108,2.221
21,108,2.214
44,108,2.164
73,108,2.142
31,108,2.128
85,108,2.035
10,108,2.023
1,108,2.016
56,108,2.013
11,108,2.006
26,108,1.981
3,108,1.972
30,108,1.97
64,108,1.957
90,108,1.954
25,108,1.929
6,108,1.92
54,108,1.915
55,108,1.859
4,108,1.847
34,108,1.839
24,108,1.809
71,108,1.799
39,108,1.765
66,108,1.696
49,108,1.682
81,108,1.664
20,108,1.633
88,108,1.595
72,108,1.591
80,108,1.561
83,108,1.549
68,108,1.524
63,108,1.504
37,108,1.476
8,108,1.415
67,108,1.413
48,108,1.361
61,108,1.355
89,108,1.326
32,108,1.302
40,108,1.277
5,108,1.26
86,108,1.241
60,108,1.189
28,108,1.067
52,108,1.034
12,108,1.031
9,108,0.926
78,108,0.911
0,108,0.885
23,108,0.866
53,108,0.863
36,108,0.858
13,108,0.854
42,108,0.817
51,108,0.756
58,108,0.685
33,108,0.684
77,108,0.645
91,108,0.632
29,108,0.616
45,108,0.537
56,585,1.205
31,585,1.167
21,585,0.783
70,585,0.781
11,585,0.748
30,585,0.734
3,585,0.731
82,585,0.631
38,585,0.614
73,585,0.599
14,585,0.599
44,585,0.573
50,585,0.564
85,585,0.563
64,585,0.536
26,1396,3.82
73,1396,3.708
43,1396,3.695
21,1396,3.636
70,1396,3.63
4,1396,3.584
31,1396,3.527
54,1396,3.499
44,1396,3.457
25,1396,3.412
83,1396,3.408
56,1396,3.401
10,1396,3.343
49,1396,3.309
13,1396,3.282
79,1396,3.269
64,1396,3.24
34,1396,3.217
6,1396,3.186
82,1396,3.171
0,1396,3.165
39,1396,3.149
24,1396,3.141
40,1396,3.137
90,1396,3.13
7,1396,3.103
37,1396,3.096
55,1396,3.091
88,1396,3.072
20,1396,3.065
11,1396,3.048
47,1396,3.031
32,1396,3.024
3,1396,3.014
14,1396,3.011
67,1396,3.01
30,1396,3.01
86,1396,2.997
12,1396,2.989
75,1396,2.949
9,1396,2.914
81,1396,2.871
19,1396,2.851
50,1396,2.712
53,1396,2.644
23,1396,2.637
22,1396,2.632
1,1396,2.618
38,1396,2.602
48,1396,2.595
61,1396,2.594
89,1396,2.552
68,1396,2.54
72,1396,2.539
80,1396,2.517
60,1396,2.413
42,1396,2.363
28,1396,2.338
85,1396,2.293
59,1396,2.15
52,1396,2.137
5,1396,2.123
66,1396,2.082
27,1396,2.061
33,1396,1.996
51,1396,1.981
36,1396,1.941
71,1396,1.939
91,1396,1.938
41,1396,1.932
58,1396,1.839
77,1396,1.786
69,1396,1.759
46,1396,1.662
18,1396,1.484
62,1396,1.412
63,1396,1.381
78,1396,1.331
29,1396,1.259
87,1396,1.211
17,1396,1.116
8,1396,1.052
16,1396,0.954
76,1396,0.923
74,1396,0.899
45,1396,0.829
65,1396,0.803
2,1396,0.736
15,1396,0.553
35,1396,0.513
90,46,1.815
70,46,1.654
61,46,1.606
48,46,1.603
82,46,1.588
51,46,1.566
29,46,1.523
14,46,1.481
79,46,1.313
6,46,1.257
64,46,1.237
44,46,1.183
54,46,1.143
85,46,1.074
81,46,1.038
38,46,0.991
66,46,0.949
31,46,0.945
55,46,0.875
21,46,0.862
47,46,0.858
68,46,0.857
75,46,0.818
28,46,0.808
34,46,0.808
50,46,0.807
62,46,0.785
10,46,0.76
39,46,0.754
87,46,0.718
19,46,0.716
56,46,0.708
11,46,0.701
30,46,0.683
3,46,0.68
26,46,0.607
73,46,0.604
7,46,0.559
43,46,0.532
79,1753,1.429
70,1753,1.324
5,1753,1.293
14,1753,1.127
29,1753,0.985
82,1753,0.961
34,1753,0.818
44,1753,0.768
7,1753,0.696
39,1753,0.661
47,1753,0.653
38,1753,0.575
1,25,2.622
44,25,2.299
70,25,2.287
7,25,2.181
79,25,2.122
47,25,2.102
82,25,2.085
19,25,2.069
6,25,1.973
14,25,1.964
75,25,1.957
55,25,1.94
73,25,1.918
31,25,1.91
21,25,1.881
58,25,1.867
90,25,1.841
64,25,1.837
11,25,1.794
80,25,1.774
24,25,1.758
3,25,1.749
30,25,1.744
56,25,1.729
81,25,1.626
26,25,1.622
88,25,1.617
50,25,1.609
34,25,1.608
20,25,1.483
4,25,1.468
54,25,1.455
39,25,1.412
43,25,1.391
72,25,1.317
68,25,1.314
89,25,1.298
38,25,1.264
25,25,1.246
49,25,1.224
52,25,1.201
10,25,1.192
60,25,1.145
28,25,1.138
48,25,1.105
61,25,1.099
37,25,1.076
42,25,1.019
83,25,0.99
45,25,0.989
67,25,0.868
71,25,0.852
32,25,0.829
85,25,0.799
91,25,0.798
51,25,0.743
36,25,0.715
33,25,0.676
86,25,0.646
77,25,0.616
87,25,0.597
0,25,0.577
66,25,0.567
53,25,0.557
13,25,0.548
5,25,0.546
78,25,0.539
10,549,1.849
70,549,1.729
50,549,1.617
14,549,1.605
31,549,1.546
44,549,1.533
7,549,1.501
38,549,1.44
56,549,1.436
47,549,1.404
82,549,1.393
64,549,1.362
73,549,1.354
55,549,1.336
6,549,1.331
11,549,1.322
3,549,1.312
30,549,1.295
26,549,1.281
24,549,1.275
19,549,1.265
4,549,1.245
71,549,1.245
43,549,1.223
49,549,1.181
75,549,1.151
85,549,1.057
79,549,1.055
37,549,0.996
68,549,0.992
34,549,0.986
20,549,0.96
66,549,0.958
81,549,0.943
21,549,0.916
25,549,0.883
88,549,0.835
39,549,0.813
32,549,0.773
23,549,0.728
90,549,0.708
54,549,0.706
83,549,0.609
52,549,0.557
61,549,0.548
48,549,0.546
44,174,1.521
24,174,1.442
30,174,1.404
3,174,1.401
31,174,1.398
11,174,1.393
56,174,1.319
64,174,1.312
4,174,1.26
55,174,1.136
20,174,1.119
6,174,1.094
37,174,1.072
69,174,1.06
26,174,1.047
34,174,1.035
60,174,1.006
52,174,1.001
32,174,0.979
72,174,0.943
39,174,0.932
66,174,0.923
73,174,0.846
81,174,0.719
50,174,0.712
49,174,0.685
70,174,0.655
83,174,0.637
61,174,0.607
48,174,0.605
89,174,0.592
27,174,0.572
88,174,0.572
12,174,0.56
85,174,0.558
77,174,0.554
42,174,0.54
14,174,0.504
64,958,2.267
67,958,1.427
90,958,1.352
54,958,1.327
85,958,1.299
70,958,1.278
27,958,1.107
14,958,1.048
47,958,1.041
6,958,0.98
44,958,0.897
19,958,0.854
82,958,0.845
50,958,0.81
55,958,0.797
66,958,0.796
79,958,0.732
31,958,0.69
24,958,0.683
89,958,0.604
1,958,0.579
34,958,0.567
39,958,0.536
7,958,0.507
55,2512,2.842
43,2512,2.107
16,2512,2.069
85,2512,1.737
44,2512,1.721
50,2512,1.699
70,2512,1.541
31,2512,1.495
24,2512,1.486
75,2512,1.468
38,2512,1.436
73,2512,1.376
11,2512,1.371
3,2512,1.354
30,2512,1.342
64,2512,1.325
82,2512,1.314
56,2512,1.294
66,2512,1.272
6,2512,1.266
79,2512,1.263
34,2512,1.206
20,2512,1.186
4,2512,1.166
1,2512,1.159
63,2512,1.119
72,2512,1.117
71,2512,1.075
14,2512,1.029
26,2512,1.027
7,2512,0.955
68,2512,0.928
21,2512,0.891
10,2512,0.871
28,2512,0.861
39,2512,0.85
60,2512,0.837
47,2512,0.829
89,2512,0.809
54,2512,0.792
49,2512,0.788
19,2512,0.777
37,2512,0.765
80,2512,0.739
8,2512,0.725
25,2512,0.724
81,2512,0.693
52,2512,0.673
32,2512,0.672
90,2512,0.589
36,2512,0.566
83,2512,0.508
76,1673,2.816
47,1673,2.119
19,1673,1.907
79,1673,1.759
58,1673,1.628
75,1673,1.612
31,1673,1.426
56,1673,1.349
70,1673,1.34
44,1673,1.308
17,1673,1.305
2,1673,1.169
7,1673,1.139
66,1673,1.016
6,1673,0.973
55,1673,0.945
24,1673,0.942
82,1673,0.936
20,1673,0.927
14,1673,0.851
73,1673,0.849
15,1673,0.795
64,1673,0.768
81,1673,0.701
4,1673,0.674
11,1673,0.67
27,1673,0.641
3,1673,0.635
21,1673,0.625
30,1673,0.623
50,1673,0.616
72,1673,0.607
89,1673,0.585
85,1673,0.582
80,1673,0.573
25,1673,0.564
34,1673,0.547
69,1673,0.543
68,1673,0.543
26,1673,0.538
57,1673,0.531
60,1673,0.524
28,1673,0.518
21,1428,1.618
44,1428,1.599
31,1428,1.314
70,1428,1.276
56,1428,1.226
55,1428,1.225
6,1428,1.221
26,1428,1.199
73,1428,1.156
4,1428,1.128
30,1428,1.104
11,1428,1.104
3,1428,1.101
24,1428,1.077
14,1428,1.07
50,1428,1.056
85,1428,1.043
66,1428,1.019
82,1428,0.975
37,1428,0.969
49,1428,0.923
64,1428,0.879
34,1428,0.857
32,1428,0.85
86,1428,0.807
83,1428,0.776
39,1428,0.775
38,1428,0.749
79,1428,0.73
81,1428,0.718
52,1428,0.673
88,1428,0.661
60,1428,0.629
72,1428,0.566
28,1428,0.563
65,2610,2.277
44,2610,1.637
31,2610,1.407
56,2610,1.304
88,2610,1.286
4,2610,1.266
26,2610,1.22
10,2610,1.218
49,2610,1.19
73,2610,1.151
6,2610,1.106
37,2610,1.084
64,2610,1.083
60,2610,1.04
38,2610,1.025
39,2610,1.014
24,2610,1.001
55,2610,1.0
34,2610,0.999
72,2610,0.998
32,2610,0.975
20,2610,0.919
83,2610,0.893
12,2610,0.89
70,2610,0.88
43,2610,0.795
22,2610,0.772
50,2610,0.738
30,2610,0.722
11,2610,0.72
3,2610,0.719
25,2610,0.716
81,2610,0.691
90,2610,0.668
14,2610,0.596
86,2610,0.575
75,2610,0.543
68,2610,0.542
23,2610,0.528
87,2610,0.513
54,2610,0.509
44,2709,2.193
55,2709,2.11
4,2709,2.047
31,2709,1.945
32,2709,1.878
37,2709,1.837
26,2709,1.783
56,2709,1.762
68,2709,1.76
11,2709,1.732
34,2709,1.73
3,2709,1.717
30,2709,1.715
36,2709,1.694
39,2709,1.657
24,2709,1.632
64,2709,1.62
73,2709,1.563
82,2709,1.553
88,2709,1.543
6,2709,1.516
49,2709,1.475
70,2709,1.442
52,2709,1.434
83,2709,1.414
53,2709,1.375
20,2709,1.34
81,2709,1.296
33,2709,1.287
61,2709,1.234
48,2709,1.232
14,2709,1.231
12,2709,1.213
60,2709,1.175
72,2709,1.17
66,2709,1.154
77,2709,1.104
13,2709,1.055
7,2709,1.054
1,2709,1.044
79,2709,1.034
89,2709,1.03
41,2709,1.012
75,2709,0.997
0,2709,0.994
85,2709,0.993
28,2709,0.977
47,2709,0.863
59,2709,0.819
50,2709,0.807
23,2709,0.771
19,2709,0.732
86,2709,0.727
51,2709,0.663
90,2709,0.658
21,2709,0.597
38,2709,0.582
71,2709,0.56
69,2709,0.531
10,2461,3.027
25,2461,2.961
90,2461,2.553
26,2461,1.892
21,2461,1.87
43,2461,1.801
70,2461,1.796
54,2461,1.773
4,2461,1.73
73,2461,1.729
7,2461,1.704
44,2461,1.61
79,2461,1.565
49,2461,1.559
31,2461,1.55
64,2461,1.479
47,2461,1.443
83,2461,1.393
56,2461,1.384
24,2461,1.373
37,2461,1.356
67,2461,1.347
11,2461,1.347
88,2461,1.339
40,2461,1.316
3,2461,1.308
82,2461,1.308
80,2461,1.305
30,2461,1.302
19,2461,1.302
14,2461,1.301
6,2461,1.282
55,2461,1.278
75,2461,1.268
50,2461,1.264
23,2461,1.216
32,2461,1.172
86,2461,1.155
34,2461,1.108
12,2461,1.078
0,2461,1.034
13,2461,1.007
20,2461,1.005
38,2461,0.998
81,2461,0.982
68,2461,0.982
1,2461,0.977
72,2461,0.975
9,2461,0.954
89,2461,0.907
39,2461,0.9
85,2461,0.747
41,2461,0.64
60,2461,0.634
61,2461,0.56
48,2461,0.558
33,2461,0.543
66,2570,1.63
44,2570,1.412
85,2570,1.356
55,2570,1.228
31,2570,1.182
24,2570,1.067
6,2570,1.05
30,2570,1.028
3,2570,1.025
82,2570,1.012
11,2570,1.002
56,2570,0.999
52,2570,0.941
73,2570,0.937
64,2570,0.913
20,2570,0.889
72,2570,0.857
27,2570,0.848
60,2570,0.827
50,2570,0.759
4,2570,0.752
70,2570,0.743
34,2570,0.705
26,2570,0.68
81,2570,0.644
39,2570,0.628
1,2570,0.613
89,2570,0.551
38,2570,0.526
68,2570,0.519
43,490,5.0
10,490,3.295
90,490,3.228
70,490,2.773
26,490,2.721
25,490,2.67
75,490,2.613
7,490,2.525
44,490,2.52
49,490,2.52
73,490,2.506
4,490,2.503
14,490,2.499
31,490,2.466
82,490,2.46
47,490,2.433
54,490,2.405
79,490,2.395
50,490,2.387
21,490,2.358
19,490,2.34
64,490,2.327
56,490,2.302
6,490,2.244
55,490,2.222
88,490,2.213
24,490,2.212
11,490,2.207
83,490,2.196
1,490,2.195
3,490,2.184
38,490,2.181
30,490,2.18
37,490,2.147
34,490,2.087
32,490,2.051
20,490,2.049
39,490,1.977
86,490,1.97
68,490,1.852
81,490,1.84
85,490,1.836
5,490,1.809
12,490,1.8
72,490,1.753
52,490,1.717
67,490,1.661
23,490,1.654
53,490,1.645
71,490,1.645
80,490,1.637
13,490,1.59
48,490,1.583
61,490,1.579
0,490,1.567
60,490,1.552
89,490,1.549
28,490,1.452
22,490,1.41
9,490,1.353
40,490,1.306
59,490,1.302
42,490,1.266
41,490,1.247
91,490,1.245
36,490,1.238
66,490,1.235
33,490,1.074
87,490,1.035
58,490,1.026
29,490,0.893
65,490,0.869
46,490,0.822
51,490,0.82
16,490,0.79
69,490,0.789
77,490,0.776
62,490,0.649
63,490,0.645
78,490,0.643
8,490,0.524
50,2289,1.092
38,2289,0.985
71,2289,0.949
63,2289,0.868
44,2289,0.664
28,2289,0.594
26,2289,0.58
6,2289,0.575
55,2289,0.53
31,2289,0.509
84,2080,1.452
44,2080,1.245
31,2080,1.224
4,2080,1.218
64,2080,1.21
56,2080,1.188
37,2080,1.118
32,2080,1.056
83,2080,1.045
14,2080,1.016
66,2080,1.0
70,2080,0.995
73,2080,0.955
26,2080,0.953
6,2080,0.935
60,2080,0.927
72,2080,0.864
55,2080,0.824
30,2080,0.775
3,2080,0.772
24,2080,0.749
11,2080,0.749
81,2080,0.699
85,2080,0.676
82,2080,0.57
50,2080,0.565
86,2080,0.563
88,2080,0.54
49,2080,0.512
70,1453,2.656
14,1453,2.583
84,1453,2.198
5,1453,2.151
82,1453,2.14
75,1453,1.933
47,1453,1.789
79,1453,1.735
90,1453,1.68
58,1453,1.643
19,1453,1.627
50,1453,1.622
64,1453,1.543
44,1453,1.463
38,1453,1.458
7,1453,1.438
31,1453,1.339
17,1453,1.268
54,1453,1.245
6,1453,1.209
11,1453,1.201
71,1453,1.198
4,1453,1.189
26,1453,1.184
3,1453,1.176
30,1453,1.168
56,1453,1.167
55,1453,1.139
62,1453,1.109
24,1453,1.066
73,1453,1.063
34,1453,1.059
9,1453,1.035
15,1453,1.027
43,1453,1.004
85,1453,1.0
76,1453,0.96
21,1453,0.955
39,1453,0.936
37,1453,0.897
20,1453,0.837
83,1453,0.833
51,1453,0.827
81,1453,0.825
1,1453,0.811
32,1453,0.723
49,1453,0.705
68,1453,0.69
28,1453,0.683
61,1453,0.623
48,1453,0.621
25,1453,0.603
72,1453,0.6
10,1453,0.595
52,1453,0.565
86,1453,0.553
88,1453,0.515
80,615,2.184
79,615,2.069
70,615,1.933
82,615,1.783
14,615,1.768
47,615,1.62
19,615,1.578
44,615,1.498
31,615,1.471
56,615,1.37
7,615,1.36
58,615,1.332
75,615,1.294
72,615,1.232
64,615,1.222
55,615,1.214
1,615,1.195
4,615,1.123
60,615,1.101
90,615,1.06
6,615,1.026
24,615,1.02
26,615,0.957
73,615,0.943
50,615,0.941
3,615,0.922
30,615,0.912
11,615,0.912
21,615,0.891
28,615,0.887
34,615,0.857
83,615,0.85
45,615,0.834
86,615,0.823
39,615,0.761
20,615,0.751
81,615,0.657
53,615,0.577
36,615,0.543
54,615,0.54
68,615,0.517
42,2215,4.499
26,2215,3.728
0,2215,3.406
13,2215,3.401
44,2215,2.965
25,2215,2.468
31,2215,2.232
73,2215,2.209
20,2215,2.173
55,2215,2.164
87,2215,2.138
56,2215,2.061
6,2215,1.902
24,2215,1.897
4,2215,1.75
70,2215,1.738
52,2215,1.73
34,2215,1.662
64,2215,1.644
21,2215,1.617
81,2215,1.571
11,2215,1.548
39,2215,1.546
3,2215,1.52
30,2215,1.519
82,2215,1.493
37,2215,1.443
72,2215,1.431
60,2215,1.423
49,2215,1.403
51,2215,1.37
32,2215,1.357
89,2215,1.269
83,2215,1.266
75,2215,1.203
68,2215,1.202
79,2215,1.2
48,2215,1.198
61,2215,1.194
14,2215,1.19
28,2215,1.165
36,2215,1.148
50,2215,1.109
54,2215,1.098
10,2215,1.09
88,2215,1.063
33,2215,0.996
47,2215,0.978
7,2215,0.916
69,2215,0.914
19,2215,0.882
1,2215,0.88
38,2215,0.878
90,2215,0.874
77,2215,0.859
27,2215,0.811
58,2215,0.8
43,2215,0.793
86,2215,0.758
35,2215,0.71
12,2215,0.659
41,2215,0.654
71,2215,0.626
57,2215,0.61
62,2215,0.601
53,2215,0.59
91,2215,0.568
78,2215,0.545
23,2215,0.502
50,2410,2.219
38,2410,1.643
70,2410,1.5
82,2410,1.419
55,2410,1.359
71,2410,1.33
66,2410,1.328
14,2410,1.271
79,2410,1.188
44,2410,1.121
85,2410,1.099
75,2410,1.069
43,2410,0.939
31,2410,0.931
64,2410,0.913
90,2410,0.901
68,2410,0.887
4,2410,0.85
47,2410,0.837
2,2410,0.794
24,2410,0.732
19,2410,0.679
11,2410,0.673
54,2410,0.671
73,2410,0.662
30,2410,0.655
3,2410,0.652
56,2410,0.63
7,2410,0.594
37,2410,0.52
26,2410,0.515
21,175,1.081
31,175,0.902
54,175,0.852
56,175,0.85
6,175,0.815
42,175,0.775
87,175,0.714
20,175,0.646
51,175,0.568
61,175,0.55
48,175,0.548
25,175,0.516
70,175,0.506
81,175,0.502
51,263,2.941
70,263,2.49
90,263,2.425
84,263,2.412
6,263,2.396
82,263,2.276
14,263,2.241
81,263,1.996
79,263,1.827
66,263,1.826
10,263,1.729
75,263,1.716
38,263,1.637
62,263,1.625
48,263,1.597
29,263,1.591
61,263,1.582
50,263,1.578
85,263,1.534
78,263,1.428
47,263,1.396
21,263,1.394
44,263,1.389
43,263,1.387
68,263,1.291
54,263,1.278
31,263,1.273
28,263,1.255
64,263,1.248
55,263,1.236
19,263,1.231
7,263,1.186
24,263,1.185
26,263,1.149
73,263,1.083
89,263,1.062
71,263,1.046
56,263,1.032
1,263,0.983
4,263,0.959
11,263,0.95
3,263,0.931
30,263,0.927
34,263,0.912
69,263,0.817
49,263,0.784
80,263,0.764
25,263,0.694
72,263,0.693
52,263,0.691
39,263,0.678
88,263,0.635
60,263,0.576
5,263,0.528
67,263,0.51
70,605,2.844
75,605,2.796
44,605,2.738
79,605,2.667
47,605,2.654
31,605,2.65
82,605,2.6
19,605,2.573
11,605,2.557
14,605,2.539
64,605,2.533
3,605,2.525
7,605,2.524
30,605,2.522
55,605,2.511
56,605,2.495
73,605,2.486
6,605,2.473
1,605,2.456
24,605,2.401
34,605,2.353
4,605,2.342
90,605,2.342
38,605,2.332
26,605,2.29
50,605,2.287
43,605,2.211
39,605,2.204
20,605,2.163
88,605,2.137
72,605,2.115
81,605,2.113
54,605,2.104
21,605,2.099
68,605,2.063
48,605,2.058
61,605,2.055
49,605,2.02
37,605,2.007
60,605,1.976
52,605,1.976
28,605,1.965
25,605,1.942
10,605,1.884
71,605,1.862
85,605,1.843
32,605,1.842
83,605,1.82
89,605,1.806
36,605,1.789
80,605,1.736
51,605,1.719
42,605,1.687
58,605,1.644
66,605,1.643
33,605,1.609
86,605,1.502
67,605,1.465
62,605,1.458
78,605,1.442
27,605,1.412
53,605,1.405
45,605,1.392
29,605,1.38
77,605,1.338
76,605,1.332
5,605,1.184
13,605,1.15
91,605,1.15
12,605,1.145
0,605,1.122
87,605,1.09
41,605,1.025
84,605,1.024
46,605,0.999
57,605,0.954
69,605,0.906
63,605,0.903
15,605,0.862
23,605,0.853
16,605,0.852
9,605,0.851
8,605,0.836
74,605,0.808
22,605,0.805
40,605,0.742
65,605,0.592
44,1247,1.968
4,1247,1.722
24,1247,1.709
55,1247,1.689
31,1247,1.683
52,1247,1.634
26,1247,1.561
83,1247,1.533
64,1247,1.497
37,1247,1.481
6,1247,1.452
56,1247,1.449
73,1247,1.447
68,1247,1.4
32,1247,1.381
11,1247,1.272
30,1247,1.252
3,1247,1.249
49,1247,1.228
89,1247,1.224
88,1247,1.15
86,1247,1.141
28,1247,1.13
77,1247,1.12
66,1247,1.11
81,1247,1.082
34,1247,1.058
12,1247,0.995
36,1247,0.99
13,1247,0.94
20,1247,0.914
39,1247,0.881
50,1247,0.832
70,1247,0.803
85,1247,0.798
60,1247,0.762
23,1247,0.742
72,1247,0.725
53,1247,0.716
38,1247,0.654
78,1247,0.646
61,1247,0.634
48,1247,0.632
82,1247,0.591
33,1247,0.583
74,1247,0.539
1,1207,1.146
25,1207,1.054
70,1207,0.796
44,1207,0.77
26,1207,0.749
50,1207,0.729
79,1207,0.714
82,1207,0.695
34,1207,0.63
71,1207,0.626
4,1207,0.581
64,1207,0.56
38,1207,0.55
70,2304,1.271
82,2304,1.177
79,2304,1.093
66,2304,1.064
14,2304,1.057
34,2304,0.98
1,2304,0.874
10,2304,0.866
44,2304,0.834
90,2304,0.761
68,2304,0.749
31,2304,0.731
56,2304,0.636
7,2304,0.619
39,2304,0.611
64,2304,0.599
75,2304,0.582
55,2304,0.525
29,2304,0.525
47,1148,2.579
19,1148,2.501
70,1148,2.265
75,1148,2.155
7,1148,2.042
79,1148,2.028
14,1148,1.904
82,1148,1.894
50,1148,1.502
44,1148,1.377
11,1148,1.351
38,1148,1.296
3,1148,1.252
30,1148,1.231
31,1148,1.221
64,1148,1.184
43,1148,1.167
21,1148,1.101
55,1148,1.047
73,1148,1.047
68,1148,1.001
85,1148,0.979
6,1148,0.957
71,1148,0.928
2,1148,0.927
24,1148,0.927
56,1148,0.876
66,1148,0.846
90,1148,0.837
34,1148,0.83
54,1148,0.808
26,1148,0.804
4,1148,0.797
72,1148,0.782
80,1148,0.751
1,1148,0.744
81,1148,0.741
10,1148,0.658
60,1148,0.618
39,1148,0.606
37,1148,0.602
20,1148,0.535
28,1148,0.53
25,1148,0.527
51,1148,0.519
9,1148,0.509
52,624,1.377
38,624,1.374
71,624,1.349
4,624,1.333
26,624,1.327
44,624,1.279
37,624,1.239
32,624,1.199
49,624,1.07
64,624,1.066
55,624,1.056
70,624,1.051
66,624,1.027
11,624,1.025
50,624,0.985
30,624,0.985
3,624,0.982
73,624,0.967
53,624,0.962
82,624,0.945
31,624,0.901
83,624,0.87
75,624,0.86
24,624,0.859
43,624,0.831
23,624,0.804
56,624,0.792
85,624,0.792
68,624,0.776
6,624,0.765
88,624,0.742
14,624,0.736
34,624,0.565
47,624,0.533
55,761,2.848
72,761,2.618
44,761,2.004
60,761,1.954
82,761,1.453
24,761,1.358
70,761,1.34
79,761,1.278
80,761,1.233
14,761,1.223
73,761,1.203
31,761,1.134
56,761,0.92
64,761,0.913
89,761,0.853
50,761,0.819
6,761,0.784
35,761,0.727
90,761,0.712
34,761,0.668
7,761,0.58
26,761,0.56
54,761,0.55
4,761,0.546
47,761,0.531
25,761,0.509
44,2155,2.473
31,2155,2.372
6,2155,2.257
56,2155,2.226
55,2155,2.21
81,2155,2.033
73,2155,2.004
24,2155,2.003
20,2155,1.971
64,2155,1.938
11,2155,1.867
30,2155,1.853
3,2155,1.85
4,2155,1.758
34,2155,1.743
26,2155,1.691
39,2155,1.596
48,2155,1.56
61,2155,1.558
89,2155,1.506
37,2155,1.48
28,2155,1.462
32,2155,1.421
21,2155,1.39
42,2155,1.389
72,2155,1.385
70,2155,1.383
83,2155,1.343
49,2155,1.341
60,2155,1.328
88,2155,1.241
68,2155,1.228
82,2155,1.174
25,2155,1.166
79,2155,1.163
7,2155,1.125
52,2155,1.089
50,2155,1.083
47,2155,1.063
75,2155,1.053
86,2155,1.02
19,2155,1.009
85,2155,0.953
14,2155,0.942
38,2155,0.937
90,2155,0.916
36,2155,0.892
43,2155,0.823
54,2155,0.815
12,2155,0.808
80,2155,0.808
1,2155,0.789
78,2155,0.783
33,2155,0.741
69,2155,0.735
10,2155,0.707
51,2155,0.689
87,2155,0.675
29,2155,0.617
23,2155,0.615
66,2155,0.613
71,2155,0.61
91,2155,0.552
53,2155,0.548
58,2155,0.548
0,2155,0.52
70,1251,1.857
26,1251,1.812
44,1251,1.804
4,1251,1.743
49,1251,1.726
75,1251,1.694
64,1251,1.694
73,1251,1.667
88,1251,1.657
50,1251,1.651
14,1251,1.646
11,1251,1.641
31,1251,1.632
82,1251,1.594
38,1251,1.593
30,1251,1.59
3,1251,1.586
24,1251,1.515
55,1251,1.507
6,1251,1.504
71,1251,1.496
56,1251,1.451
20,1251,1.404
37,1251,1.387
79,1251,1.382
7,1251,1.357
83,1251,1.324
68,1251,1.298
32,1251,1.28
52,1251,1.251
90,1251,1.244
34,1251,1.175
47,1251,1.168
54,1251,1.12
43,1251,1.115
89,1251,1.112
81,1251,1.066
28,1251,1.043
19,1251,1.036
1,1251,1.012
39,1251,0.973
86,1251,0.934
21,1251,0.881
36,1251,0.877
72,1251,0.85
10,1251,0.822
60,1251,0.811
61,1251,0.779
48,1251,0.777
23,1251,0.776
91,1251,0.71
25,1251,0.7
67,1251,0.691
9,1251,0.684
85,1251,0.669
41,1251,0.616
53,1251,0.603
12,1251,0.579
0,1251,0.553
7,2557,4.676
47,2557,3.258
70,2557,2.995
14,2557,2.913
19,2557,2.84
82,2557,2.789
79,2557,2.668
50,2557,1.977
75,2557,1.876
55,2557,1.764
90,2557,1.735
54,2557,1.475
64,2557,1.461
21,2557,1.385
44,2557,1.354
5,2557,1.317
25,2557,1.299
38,2557,1.156
80,2557,1.144
43,2557,1.125
85,2557,1.059
31,2557,1.056
10,2557,0.99
1,2557,0.987
4,2557,0.941
67,2557,0.936
26,2557,0.827
6,2557,0.773
73,2557,0.714
34,2557,0.691
24,2557,0.665
56,2557,0.661
72,2557,0.64
76,2557,0.629
37,2557,0.617
71,2557,0.606
39,2557,0.591
49,2557,0.571
66,2557,0.557
28,2557,0.538
60,2557,0.535
44,2618,1.388
31,2618,1.103
6,2618,1.088
55,2618,1.021
56,2618,0.988
73,2618,0.957
24,2618,0.891
