Adipose_Subcutaneous,Adipose_Visceral_Omentum,Adrenal_Gland,Artery_Aorta,Artery_Coronary,Artery_Tibial,Bladder,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Breast_Mammary_Tissue,Cells_Cultured_fibroblasts,Cells_EBV-transformed_lymphocytes,Cervix_Ectocervix,Cervix_Endocervix,Colon_Sigmoid,Colon_Transverse,Colon_Transverse_Mixed_Cell,Colon_Transverse_Mucosa,Colon_Transverse_Muscularis,Esophagus_Gastroesophageal_Junction,Esophagus_Mucosa,Esophagus_Muscularis,Fallopian_Tube,Heart_Atrial_Appendage,Heart_Left_Ventricle,Kidney_Cortex,Kidney_Medulla,Liver,Liver_Hepatocyte,Liver_Mixed_Cell,Liver_Portal_Tract,Lung,Minor_Salivary_Gland,Muscle_Skeletal,Nerve_Tibial,Ovary,Pancreas,Pancreas_Acini,Pancreas_Islets,Pancreas_Mixed_Cell,Pituitary,Prostate,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Small_Intestine_Terminal_Ileum,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,Small_Intestine_Terminal_Ileum_Mixed_Cell,Spleen,Stomach,Stomach_Mixed_Cell,Stomach_Mucosa,Stomach_Muscularis,Testis,Thyroid,Uterus,Vagina,Whole_Blood
172.471,502.363,106.778,148.877,203.193,46.7635,131.983,15.7299,15.6092,17.4611,13.1132,17.1819,21.6046,18.3203,15.7324,16.7308,14.8616,17.6436,26.423,26.5665,166.795,3.77483,8.07194,13509.0,69.7195,67.5646,60.8208,106.611,46.1131,145.421,104.42,34109.5,124.149,190.09,99.918,54.231,78.9007,62.0438,97.4585,198.516,322.1,294.16,1750.69,596.984,34.4064,59.928,43.8713,18.6801,8.4452,5.6208,14.1234,45.2975,64.2697,105.56,62.0855,81.3618,60.9085,100.941,6182.39,62.0965,99.9092,20.6293,215.66,16.558,101.854,67.2258,16451.5,36818.5
5.04509,18.2167,1.33104,4.07212,3.6223,1.56809,2.74012,1.51864,1.17474,1.46049,0.969221,0.998294,1.34669,1.42523,1.37697,1.5004,1.32473,1.62498,2.05831,2.30867,3.96099,0.0,0.063821,17.6513,1.33221,1.40552,1.43639,2.1293,1.70363,2.95918,1.67779,50.4147,2.14283,4.42222,4.16759,2.85902,3.7205,2.73844,6.54356,9.73165,10.5833,13.0483,120.615,2.93184,1.39029,1.34103,1.39814,0.75196,0.230652,0.072181,0.381532,2.9142,2.28853,0.608944,0.685303,1.60512,2.8647,3.55668,453.195,2.1657,2.97144,0.94019,3.59511,0.790038,5.04199,3.11084,36.0761,2485.07
34.6495,115.712,23.6544,31.5614,36.9288,10.3176,22.752,7.08326,6.10796,8.04577,5.25548,5.87869,6.98607,7.06366,5.94036,7.63024,6.17205,8.31892,10.8449,10.875,31.2439,1.16917,1.32059,7227.34,19.1657,13.6722,10.1966,16.1895,5.01257,30.419,23.1864,14826.9,27.0032,38.7951,29.1564,16.0874,20.6469,17.7889,28.9459,50.3398,66.7166,89.1307,582.443,35.5774,9.36471,13.5764,10.9176,5.0152,1.57074,0.823696,2.6025,14.5841,17.4185,27.3025,15.6443,14.3119,6.17703,15.3963,2005.15,14.7148,19.4093,4.31227,47.7607,16.143,28.8038,19.6982,9047.05,3877.84
106.379,107.021,99.0565,115.862,101.044,98.9776,92.2763,40.5405,46.4172,44.8258,86.7879,80.6948,57.4311,61.1161,38.7103,57.3147,48.7717,40.1612,62.2378,48.3062,123.021,181.647,264.655,117.31,143.646,80.9847,86.6117,107.393,95.4132,81.546,75.389,120.548,70.8513,127.371,49.9292,39.9491,75.1452,106.271,32.1738,47.7456,64.146,137.917,127.821,108.873,73.7721,119.907,131.921,47.2348,50.265,99.8902,57.2117,129.221,93.6103,123.219,120.77,89.7441,152.299,122.604,125.17,85.1743,106.399,88.7265,99.6727,201.376,138.503,131.279,110.488,41.6447
82.5439,118.983,14.443,305.389,86.7807,43.6723,26.5387,0.801748,0.742304,0.882558,0.809199,1.68562,0.972769,0.691293,0.784377,1.16742,0.78891,0.900675,1.20487,1.21694,89.1312,0.721862,2.91234,15.5291,23.6826,19.3413,15.2674,11.9296,1.66444,17.3049,44.3718,6.25494,33.0613,85.2644,17.36,8.34609,37.0198,62.9753,2.38375,2.33111,3.64001,15.5505,62.437,6.6429,3.78659,26.4413,64.8428,3.10888,2.00767,2.5821,3.56101,8.90776,8.70417,10.8843,10.4774,14.424,4.47839,10.7596,4.77166,8.97371,11.1203,3.09374,24.5693,4.01929,37.3588,57.1211,18.2487,0.142232
70.0996,61.642,63.8011,107.698,88.9505,79.7272,84.4325,24.1757,30.8682,29.9155,69.0136,77.4121,49.2592,39.4304,25.5938,31.4057,35.1996,24.181,27.749,23.4544,76.733,54.4365,79.5383,101.931,130.776,94.2734,52.0767,31.5269,22.1234,76.4429,92.1122,40.6891,83.142,147.808,31.1923,20.4797,41.2957,99.3577,25.3329,22.4843,20.6382,58.6234,81.826,45.8977,18.8507,120.247,143.158,20.2794,27.3088,44.4397,22.2165,136.648,93.9273,51.7235,46.8302,56.3102,84.2343,49.2397,83.5122,46.6048,48.0511,33.751,80.3287,109.781,97.2622,128.093,87.2054,34.4108
63.9202,48.3518,40.9048,59.7424,55.4397,62.5063,61.7427,15.7064,15.4202,19.663,68.8142,71.8826,22.9853,20.378,17.7542,19.4852,18.3851,18.0063,30.9294,19.321,58.2455,34.7897,83.0395,66.6224,80.4836,56.2505,43.665,37.0156,35.7508,60.7828,52.4704,36.3977,50.819,76.8669,23.6532,14.751,26.9257,51.0308,23.4791,22.8864,20.2143,68.1038,85.5721,46.2543,31.3895,83.778,96.8564,16.1742,19.7233,28.9885,17.1933,54.3052,62.3627,55.6978,61.0727,54.4808,130.926,70.9563,105.114,37.0752,36.0849,30.0928,53.0453,64.7947,80.2652,83.684,64.7555,83.0684
84.6762,76.7759,76.363,106.083,87.5013,81.0534,73.236,14.7877,13.6673,17.5576,18.8271,21.6908,16.7913,15.5145,14.3921,16.3935,15.3829,16.7725,26.21,19.1673,81.3724,105.793,88.5308,66.0109,88.3082,64.9425,53.9282,52.0609,39.2404,61.0436,66.421,50.0394,64.4239,87.7877,38.6326,23.6923,45.9023,65.3005,35.0201,49.3193,56.6306,94.8543,126.384,58.6907,23.4182,92.0851,81.9133,21.6826,18.5634,39.9379,25.0455,37.1548,78.2824,66.2887,75.3466,54.8505,48.1147,58.737,72.3062,52.7923,56.4608,44.8362,79.7031,33.9558,89.332,92.6494,69.864,29.6414
96.7827,97.7669,79.6873,107.842,110.104,96.4578,84.4815,20.7905,17.5509,18.1743,10.3111,10.9574,14.8469,14.9616,19.1669,23.4017,16.0873,17.6271,42.9896,27.9914,90.6569,225.398,28.8219,91.7015,100.983,88.1942,58.2607,47.9178,28.3132,64.7904,88.3176,59.4006,83.783,97.0517,31.4437,21.6995,58.0525,87.0861,32.1479,50.0815,48.1131,59.9295,98.6799,61.7604,13.6379,100.872,99.3022,31.3311,30.0153,34.5751,37.1164,24.2689,99.2312,60.1579,61.6172,48.4346,29.3043,51.4371,73.0062,64.3035,62.2213,54.8926,77.5531,63.9004,105.569,90.3503,89.4304,7.54775
3694.88,3189.21,1700.18,3361.92,3193.86,3669.58,4156.54,1048.52,764.841,1301.11,919.756,824.074,700.528,765.723,852.037,947.193,1627.62,1191.29,1345.2,1330.48,3948.84,3273.46,5707.73,5104.35,5714.45,3193.09,2532.99,3387.92,2413.16,4264.76,2960.58,2451.56,2614.64,4848.0,1184.59,735.122,1357.42,2670.58,902.638,1511.03,1486.58,4322.35,3169.91,2554.93,1470.45,3456.72,9247.12,1836.96,2729.73,2035.19,2555.24,2758.49,3685.84,4387.97,4353.65,3081.76,14430.0,6498.03,4526.33,2477.18,3477.52,3026.15,5007.93,1573.98,3677.84,4737.75,4141.04,1056.71
50.0392,48.2374,34.7046,22.891,32.9547,19.2461,27.8815,24.3434,34.6261,22.1307,30.5273,30.0036,29.3855,38.8641,17.7394,23.8606,27.6238,18.4266,31.0041,22.4569,41.1081,90.8366,121.938,33.0,26.393,16.308,37.8237,50.6661,48.6021,15.4305,18.5653,42.3452,17.5586,29.5475,41.3837,9.74307,20.2449,22.7814,10.7058,13.8268,16.0362,56.3461,72.4048,31.0324,589.137,52.4038,20.4036,11.4059,9.35012,24.488,10.5269,19.0324,23.9469,34.4116,35.0107,44.2917,59.4634,50.5825,68.6528,25.4113,26.6899,23.8576,14.2442,30.3685,37.053,29.4373,36.6252,91.0257
71.5495,60.9636,59.3224,81.9893,74.9505,79.4061,77.1602,34.2676,44.9487,42.9552,92.8204,89.9198,56.3237,58.8633,30.9824,54.6657,52.8317,36.8126,38.8357,35.4562,70.2008,94.6413,260.574,83.4426,112.294,71.2343,58.8793,49.3715,40.753,57.9673,69.7071,49.3981,67.0447,100.183,25.7396,18.0986,35.698,60.6148,32.867,36.5915,39.6854,83.4579,97.5687,56.0408,12.8213,98.0074,102.283,23.8775,19.4045,53.7373,22.5555,95.7764,79.4671,59.7144,63.785,78.8917,112.38,74.3188,114.009,46.5126,41.0064,28.8464,56.5573,62.7045,84.6422,112.519,73.5899,100.479
62.9552,56.7371,90.7512,83.2713,80.9955,79.3804,74.6457,81.3357,96.1148,84.1145,68.5297,66.2311,83.383,91.0989,60.876,78.7131,101.563,67.8032,88.2418,86.0112,66.677,51.9163,126.35,84.7494,78.2153,82.8085,58.6089,64.3846,41.7482,76.7364,78.3783,116.852,79.32,90.3055,61.8768,47.9999,60.7632,90.4736,74.4388,74.7558,76.3266,58.764,67.5255,51.5959,36.8417,94.1789,87.6244,25.6901,28.0161,79.0296,33.113,137.474,74.3965,118.144,117.652,58.7831,58.5003,70.3108,95.376,60.8829,65.0871,57.4738,86.2331,73.7969,84.4219,74.3049,82.4831,19.8872
118.347,137.773,78.9384,112.261,112.669,84.2586,77.56,9.90922,10.8568,9.52006,19.8534,24.5753,16.0483,12.9063,9.12906,14.9117,9.54665,7.37368,10.0542,10.707,131.081,284.991,26.5533,96.5148,118.235,62.06,50.8623,47.8078,36.8304,64.4989,73.5865,50.7463,70.5767,116.829,31.2569,17.0452,33.194,40.849,28.1429,38.4918,36.2016,113.287,110.02,51.276,23.5122,82.4475,81.2037,20.1985,16.1801,28.9408,18.6275,121.372,85.1707,50.1651,53.1445,60.7813,47.6128,53.277,72.1862,42.7453,44.0432,24.8568,80.0832,23.2279,106.191,104.445,89.6249,22.8928
126.046,110.331,26.5466,55.3798,87.3963,53.6278,63.3047,16.7665,16.4485,20.8147,62.1722,73.7843,26.4296,21.0565,19.5986,22.8337,19.8698,20.9735,46.5039,26.063,121.218,52.2274,12.3316,98.7132,84.4886,54.1919,61.6018,66.9783,56.7332,50.5119,78.3994,116.721,73.8062,103.528,32.7849,34.8167,20.6134,60.6181,11.9684,13.0796,15.769,90.0641,112.163,79.0647,18.8392,124.414,49.8867,18.465,16.7244,18.3956,21.4455,32.0855,92.8465,171.202,182.102,55.2628,24.5669,50.1514,74.2067,60.4829,63.0016,51.022,63.9113,18.2638,77.3824,106.919,118.237,25.5273
2.24244,1.76477,2.86092,2.06946,1.8539,1.53364,1.99463,9.58444,17.9408,20.4726,7.78857,7.43174,28.7378,29.3506,12.7032,15.1248,28.3166,14.4901,3.01622,3.37031,4.19896,1.53735,3.78698,34.4318,3.89721,1.36318,3.83033,5.67169,5.45211,1.0124,1.55099,37.0395,1.55332,2.33814,0.97993,0.496359,1.13964,2.03742,1.08707,1.18267,1.03457,3.41046,1.61855,4.14443,0.366992,2.33518,3.38615,0.766115,0.986189,1.54294,0.85055,25.5323,4.5008,144.021,165.271,2.73619,2.75265,2.60387,2.40103,1.56856,1.48082,1.57227,0.844238,8.91055,2.48317,3.42093,44.2896,0.972674
64.511,64.4471,26.9297,16.3211,26.7233,19.2661,59.5092,13.3342,8.20408,17.7194,24.0544,24.3804,10.9011,9.56519,16.9697,14.6676,17.2695,18.1511,36.9348,20.5911,103.227,0.527802,1.19429,65.0613,50.6439,26.1942,42.3882,55.895,60.26,28.0871,34.8487,60.4087,32.3569,49.4723,28.3558,22.2743,60.9237,76.8668,234.705,233.612,229.473,106.481,164.876,84.7456,10.9714,63.0761,29.5761,27.5771,35.3139,22.9629,35.9918,30.6968,138.342,168.952,172.146,49.4526,7.51259,50.1835,12.3877,47.1404,63.5282,60.1986,28.2255,7.21326,153.0,54.9795,85.8109,1.75979
11.6387,16.0927,5.37358,25.9691,34.4196,23.8388,36.0384,2.18592,1.90733,3.08824,1.72504,2.69627,2.46976,1.59536,1.70731,2.12799,3.47318,2.17334,1.42957,1.39971,54.9998,9.33114,2.26461,56.4987,75.1911,30.9988,127.461,303.349,290.043,112.614,43.7463,185.157,43.3507,120.525,4.00642,1.18165,210.778,324.696,1.22797,0.786249,0.990535,580.986,327.894,155.292,0.866785,68.6039,10.3632,128.627,66.8595,19.6535,84.8539,16.4472,48.0219,13.6048,15.0209,21.1093,8.49,29.0585,7.07043,826.02,996.631,1072.72,46.0427,80.3982,63.8667,48.3931,50.7528,1.52979
64.6672,50.5064,68.2984,51.3562,48.1777,52.9982,42.47,24.8432,34.1121,20.5401,43.5028,41.2691,40.1571,43.4253,24.3825,38.1823,23.971,19.7095,50.253,25.7265,59.8277,101.902,230.861,66.0691,60.0546,42.1383,51.7014,78.0025,64.5707,38.2795,42.5534,88.972,42.3096,58.773,27.4099,19.5948,30.3253,40.9083,52.6533,71.9266,82.3124,66.5986,83.3184,65.714,21.2125,72.5988,49.6867,25.8428,23.0156,42.1784,28.0674,38.7626,44.8919,73.352,76.3246,60.0251,51.5852,61.9819,56.9428,47.3198,48.9584,42.882,31.5296,44.6191,56.314,60.7944,62.6686,29.2111
13.5169,10.7951,5.26369,87.1853,48.6047,54.1957,23.3135,106.982,121.817,145.228,226.217,230.144,173.842,186.023,99.2346,118.187,151.512,133.137,176.585,115.0,9.76409,27.0207,21.7524,22.2734,37.5953,27.6526,12.0506,6.16693,1.49561,12.6187,20.129,3.467,19.9183,26.2877,11.4613,6.75527,3.43175,11.1565,0.670395,0.25692,0.582389,15.3808,16.9507,4.0157,1.83564,74.6018,25.8043,1.40383,0.760958,35.2283,1.81947,76.8174,16.5071,3.42719,4.21609,9.80613,7.89724,7.67644,11.7994,5.34077,5.84221,1.55599,18.127,12.6483,8.63443,35.3762,18.4165,5.92235
164.773,174.273,217.527,173.667,169.459,150.935,176.979,41.3444,43.9494,54.6825,75.0729,67.4433,47.8821,52.8517,38.1721,43.3606,58.355,47.3434,60.1897,45.0229,188.749,320.159,222.345,257.786,345.603,146.533,139.997,168.089,135.213,155.074,116.778,104.947,105.77,233.276,61.1125,38.4868,88.429,138.406,82.6655,155.551,145.92,235.526,219.478,174.171,37.8356,180.646,340.901,183.41,253.434,226.144,256.451,157.088,185.824,141.751,154.261,140.695,239.802,205.604,214.461,154.611,210.165,195.642,178.071,148.361,141.844,239.644,170.655,180.253
0.237356,0.182249,0.108655,0.224797,0.206501,0.199851,17.8793,0.122578,0.150689,0.125313,1.38778,1.44055,0.387649,0.361537,0.141865,0.172613,0.142268,0.124366,0.240848,0.132778,16.6808,0.142365,0.136273,149.261,1.63232,0.47549,64.158,115.73,107.764,9.38682,0.254623,412.42,0.241424,4.25285,0.09971,0.0668365,18.0071,49.5839,0.604416,0.154386,0.427856,28.338,48.2135,82.7622,0.117631,0.476066,0.596325,27.0974,25.5969,38.2949,32.5635,40.9396,50.389,223.206,234.182,39.0898,2.50876,41.4889,0.333245,62.5049,79.9864,84.5705,0.356945,0.840055,66.77,0.684851,206.494,0.244121
190.657,162.623,102.741,289.064,202.998,233.519,130.842,9.66898,7.99753,11.0018,20.9096,22.9559,10.6444,9.31249,12.0337,14.2463,8.31987,11.0424,24.1875,15.6568,173.748,390.024,77.7017,180.717,179.993,121.068,109.448,92.8393,63.6081,85.8506,149.549,153.951,127.993,215.782,73.5527,47.876,40.2038,66.7539,25.2319,18.3064,25.8956,128.972,153.004,112.542,57.8336,212.811,157.191,23.4929,19.0031,27.7793,24.3363,54.1682,100.283,282.847,257.484,83.5705,27.363,66.9095,63.7353,76.0567,74.0832,39.4353,138.27,55.8446,134.96,241.074,180.853,6.44593
48.6401,47.93,70.2124,66.3966,62.7645,64.3809,63.6252,33.9589,41.7124,37.9403,84.5764,95.4219,56.727,53.2592,35.3075,44.0274,39.8062,33.712,58.502,42.7126,51.8011,62.6475,81.6952,60.9826,73.0574,72.5676,58.7805,65.8672,55.2475,58.0723,68.4248,62.0261,72.7825,78.9814,44.4363,42.3025,50.2729,75.5107,37.4727,55.1076,58.4643,65.5083,79.9843,49.5396,54.5028,86.5815,62.7798,20.9281,23.2761,47.1673,23.1866,88.9089,82.3115,67.4652,69.5216,60.1582,73.0109,63.3963,71.5398,51.6021,52.7099,42.2421,55.251,76.8204,77.448,81.3652,62.3869,52.4389
94.2097,101.678,143.477,127.11,119.493,125.161,137.582,48.6216,59.6848,59.4978,132.288,114.491,72.3551,83.1734,51.5346,75.4593,69.6671,51.7285,82.494,56.2707,103.723,254.914,287.004,117.755,142.222,132.767,99.3328,94.4937,54.2875,108.254,126.948,126.05,131.966,147.517,58.9873,49.595,63.1526,85.9851,52.854,68.5497,83.5063,84.8155,95.9436,84.7909,82.9177,113.088,143.495,50.5653,44.9594,85.3544,55.2417,114.046,107.194,107.345,107.817,94.9221,104.637,113.882,104.716,85.2506,94.6757,71.6063,124.433,200.762,106.759,155.626,116.249,37.3978
55.8549,38.9485,36.9513,83.6071,77.6596,171.299,63.7725,15.7438,23.9304,18.0252,82.4771,90.5042,38.4764,37.1194,16.4688,16.3018,27.1039,15.4121,12.3981,11.0331,47.1624,32.6553,44.6704,54.4597,89.1217,72.7122,42.3262,33.4555,23.0723,64.9197,74.1201,21.9335,70.0693,81.0445,36.3577,31.4355,13.9002,20.0724,9.66572,9.07431,7.56308,39.9018,66.3756,30.0142,106.497,62.8082,78.2289,14.7751,13.7552,21.509,13.9541,46.3532,53.1653,44.0378,52.3807,42.2632,44.0813,34.3028,46.7572,28.9173,29.1585,16.2834,65.2429,30.2924,48.564,99.4017,50.1102,22.9057
0.258896,0.226202,0.34356,0.319602,0.254595,0.347506,0.262319,190.955,136.762,136.678,67.2816,74.9607,109.784,110.146,133.526,103.435,125.798,110.525,66.2232,104.133,0.354171,0.0749105,0.269868,1.67041,7.62242,0.617426,0.312855,0.271744,0.18132,0.418641,0.449048,0.076835,0.449083,7.04161,0.20925,0.226021,0.187793,0.469384,0.039684,0.037704,0.046083,0.218332,0.262995,0.164692,0.175141,0.435953,0.314045,0.0522495,0.109715,0.064594,0.0805695,2.59898,0.494615,4.44063,9.24468,0.368114,0.18263,0.583315,0.12853,0.259754,0.867024,0.072014,5.0182,3.16446,0.251592,3.43699,1.46593,0.056433
17.3456,15.6062,7.4068,10.6474,7.39316,6.07924,35.366,6.08817,8.94615,15.7188,15.4581,14.7335,11.8068,11.5214,6.15379,14.713,12.9165,17.6505,4.55563,2.94907,61.1002,53.6724,1.41707,646.229,71.0982,10.5032,4.41472,3.21924,1.88821,7.12329,8.60865,1272.42,10.5323,67.8705,2.54316,1.01256,7.10985,7.77375,0.978696,0.723158,0.52586,9.0012,6.97717,32.6804,1.66495,21.1797,7.78393,1.34586,0.916479,2.75015,0.958969,58.0894,39.4016,212.492,195.529,3.24705,2.83407,2.22885,7.38596,4.37931,3.76245,2.7947,5.72608,10.1001,14.3533,39.0451,784.579,2.92368
103.499,104.941,85.7649,124.996,107.503,114.788,104.648,48.8143,52.9672,56.1678,132.186,125.74,59.5531,63.6048,48.2461,46.7051,55.551,48.5719,82.1021,51.1382,111.937,260.974,206.066,135.503,134.458,109.954,108.249,114.332,108.864,93.3379,104.0,176.126,108.187,132.54,61.4784,52.0194,92.8319,114.379,92.5562,92.4505,89.8543,146.195,146.65,101.586,116.785,138.521,123.85,38.2697,39.0344,69.0151,41.1724,88.4384,107.372,169.677,174.485,121.331,97.7779,116.976,93.7656,86.4822,80.438,67.6323,105.685,69.3866,137.904,134.099,137.199,109.427
11.2424,9.44462,9.93955,6.73184,8.44583,8.75605,2.66966,2.46575,1.93112,2.57932,1.02636,0.853099,1.7037,1.8501,2.16581,2.72626,1.94639,2.44341,5.74684,4.06582,4.7186,0.0,65.2484,2.80011,3.25861,2.69349,2.83022,3.83266,1.99353,2.9266,2.4163,1.78906,2.50822,4.37475,1.9054,1.20469,1.76711,1.74743,2.7995,0.930219,2.0607,16.3375,46.4358,3.88514,1.00991,7.77477,1.75804,0.890732,0.501692,0.721263,0.869513,1.64209,2.7212,1.7814,2.3262,5.90364,13.6172,8.22792,113.772,1.81949,1.82432,0.829246,3.36833,7.89282,3.50797,2.60976,2.52564,738.873
122.81,116.386,40.854,52.9858,86.9745,68.0094,61.7346,8.13293,5.66743,6.41358,4.62626,5.79425,5.36414,4.80238,9.03637,9.97841,6.20825,6.40038,21.1184,13.5047,95.9238,149.665,249.593,80.8732,88.9749,46.9629,35.1919,24.3885,12.9187,30.8193,39.3681,74.366,36.2767,87.0307,23.0011,11.9781,12.6546,25.4283,5.85339,2.47592,4.67349,75.3278,109.839,77.3444,8.16162,110.015,82.889,5.21364,3.38657,4.05689,5.43238,12.9445,43.0683,56.5954,61.3475,67.3174,170.037,66.9644,122.089,18.8027,19.266,6.76031,28.9126,17.2693,60.3115,102.383,85.2758,97.4554
15.5298,16.6863,1.11154,4.21735,18.83,5.88576,19.9642,70.6593,111.798,76.5489,546.763,534.176,166.116,188.394,69.6193,98.2698,136.629,56.5941,34.1527,50.2487,11.9447,73.4753,0.167431,26.5619,17.0133,35.2822,17.4341,7.14057,2.04108,14.5436,32.8859,5.1902,28.7223,12.055,10.352,1.74776,0.525046,0.792452,0.236412,0.071496,0.159093,2.72446,5.55008,6.2991,0.779624,184.443,0.9839,0.530345,0.405988,0.392201,0.519881,41.9927,5.2905,14.1997,14.7674,16.2463,10.5532,9.44636,3.905,6.89945,6.26776,1.45344,18.6562,5.21241,4.76027,6.13311,39.4436,0.095691
354.902,218.129,7.95892,67.6618,175.113,68.1752,104.726,8.11565,9.26233,10.5627,158.772,189.192,17.3429,13.6715,7.99886,10.3995,16.3401,9.09348,15.4301,7.34129,302.592,14.9819,0.871428,109.599,129.377,70.7115,50.1218,38.464,7.95455,35.0334,127.213,46.1149,114.912,224.862,9.64921,8.9058,5.03192,6.45838,0.393803,0.133928,0.355964,7.59588,129.841,63.9303,18.4998,261.546,13.2466,5.75726,2.04605,0.393335,6.43583,15.9437,55.2896,75.7082,88.1077,64.6055,28.9889,54.5872,99.0381,29.0713,32.7861,6.59691,86.1119,9.73501,53.3528,163.161,127.133,4.83912
0.0,0.0,0.067543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616345,0.0,0.0,0.0,0.0,0.0,0.153609,0.0,0.0,0.0,0.042962,0.0,0.0,0.0,0.0,0.187731,0.340901,1639.2,2152.93,3210.98,739.253,0.048669,0.0,0.0,0.0,0.074152,2.29054,2.69799,2.00585,5.05767,0.060884,0.0,0.0,0.0,0.049782,0.0,1.37966,0.111932,0.0,0.0,0.0,0.0,0.07322,0.0,0.0,0.0,0.084024
0.339827,0.252597,0.378797,0.185794,0.276367,0.11685,0.115755,0.023839,0.034224,0.0128495,0.055165,0.249764,0.0480015,0.02591,0.034451,0.06365,0.017404,0.0193815,0.0572315,0.0555,0.405576,0.366226,0.0,0.12894,0.127439,0.101186,0.181597,1.25408,0.0,0.106051,0.220258,0.384158,0.230384,0.26568,0.066069,0.0746305,0.247604,0.062718,5204.94,25311.6,31819.4,6488.87,0.659734,0.382874,0.068187,0.489859,0.389013,4.43916,9.42491,8.65205,15.3151,0.311893,0.455643,0.116789,0.113201,0.285833,0.02755,13.3389,0.400522,0.259304,0.025809,0.0,0.098739,0.869846,0.351241,0.451934,0.35937,0.112291
450.165,457.199,140.634,542.313,479.375,317.579,290.433,46.7682,31.545,39.7155,18.1455,23.3023,36.889,30.0083,44.6671,71.531,29.3827,41.0774,84.9888,62.9202,452.343,563.668,573.834,433.408,330.997,208.808,276.03,294.411,247.391,131.898,257.276,481.32,248.841,370.985,204.568,102.497,166.177,233.012,77.7344,139.622,138.14,393.874,999.031,394.094,39.6355,395.704,240.618,123.403,116.02,158.855,127.216,105.975,262.337,476.034,458.878,332.201,431.94,359.874,620.654,269.507,315.074,255.092,157.196,207.022,309.91,362.554,484.394,1023.21
0.11564,0.118391,0.095294,0.14426,0.197685,0.12146,0.16512,56.3549,49.0631,65.4683,17.5745,28.5834,53.6908,50.4374,47.5918,34.6123,54.8392,61.9118,143.709,66.3915,0.139636,0.0619135,0.191352,0.17752,0.463856,0.358331,0.328982,0.245651,0.18619,0.23822,0.162471,0.1123,0.163127,0.484682,0.114118,0.045403,5.71595,13.0648,0.179126,0.583153,0.384014,0.332941,0.200522,0.294237,0.0521345,9.42611,0.163706,0.076642,0.107096,0.143029,0.089294,0.584652,0.394812,0.139506,0.160522,0.543912,2.10981,0.832105,8.09692,0.400707,0.631772,0.672325,0.128008,0.546227,0.574391,0.210398,0.178735,0.052776
0.0646,0.09987,0.034199,0.124682,0.111276,0.187105,0.046599,33.2063,49.8969,28.0349,161.309,148.354,83.1094,93.6978,40.0066,29.5733,40.685,34.2558,43.8728,43.4969,0.065609,0.041963,0.028472,0.046703,0.034699,0.323972,0.157953,0.115354,0.111421,0.303065,0.101885,0.045818,0.085044,0.091002,0.050729,0.033349,0.050506,0.364701,0.025022,0.047138,0.044864,0.121013,0.059376,0.057868,0.026146,0.339445,0.055113,0.022781,0.019967,0.0,0.0341895,3.42221,0.0840475,0.162319,0.153753,0.10492,0.219097,0.132094,0.040777,0.092778,0.073304,0.048015,0.09621,1.12672,0.071492,0.048795,0.065938,0.027503
62.9709,39.2572,1.74818,87.7318,97.0419,142.497,62.2743,375.633,425.483,562.336,153.096,299.671,509.418,411.352,223.87,191.077,478.913,435.527,101.62,273.27,30.72,0.289352,0.207204,11.4647,25.985,104.588,32.5182,16.5823,1.71211,92.4703,115.288,10.1849,113.25,31.0663,79.5475,78.863,3.47212,2.72954,0.579147,0.096598,0.196177,6.61264,10.9231,6.50365,604.289,248.809,18.1697,0.690924,0.412669,0.680972,0.726434,23.0937,31.0404,4.25229,6.15867,8.8324,1.05309,4.99783,2.499,5.50745,10.8659,0.681428,56.2239,11.307,5.56194,11.5356,11.0811,0.281318
1.37245,0.983432,0.404825,8.22208,3.53573,3.74354,9.90756,3.94322,12.1595,2.51621,7.46949,7.24321,15.9723,21.2833,1.80947,2.12632,3.74747,1.66056,1.53799,1.63801,1.38908,0.137195,0.544647,0.842582,1.95185,4.73568,1.59189,1.16284,0.550398,4.37822,6.65169,0.828456,7.74199,6.71427,11.4696,15.9639,0.265182,0.281343,0.247452,0.189031,0.071705,1.72196,1.2273,1.47331,879.528,6.28626,0.586488,0.156502,0.152657,0.208139,0.0957795,1.60638,4.892,1.17044,1.18146,2.20715,3.25075,2.3798,2.20406,0.769122,0.876962,0.392698,3.76863,14.1954,0.732626,1.50025,1.0814,0.438712
