927,1426,5.89987782823755
1106,1022,5.759621899585
70,2088,5.72594099514072
1559,1437,5.6769054106353
2010,937,5.67156773992792
1294,2472,5.6663658930438
1189,2314,5.6501054959158
2469,1078,5.62149294407618
2243,2559,5.62084602742698
988,1973,5.61124006104546
1698,1454,5.60311967564667
125,2293,5.59429715367696
1625,1858,5.59257406217512
1245,0,5.54757389641054
2647,1036,5.54604980670001
2542,2138,5.5273388532255
307,2726,5.51202006801213
593,2149,5.50473893916796
2708,2559,5.50026018838253
796,98,5.49338188726642
2243,2708,5.4899186908242
988,1637,5.48658039627389
793,1146,5.48093299853326
757,2236,5.47973474218725
1605,1637,5.47764248153317
1347,638,5.47380572305474
1262,1637,5.46422195603782
598,1143,5.46215296962828
2465,2023,5.46197828864842
598,1637,5.46163431919967
598,988,5.46161756672609
2666,1943,5.46008400242681
1637,1143,5.45897191877111
988,1143,5.45736905968397
1262,988,5.45692681876926
1262,1143,5.45327938541959
1262,598,5.45180575602217
2325,579,5.4516052485219
399,2235,5.45144038108174
1973,1605,5.45010405443099
598,1605,5.44786272381225
1605,1143,5.44589011513699
1901,545,5.44550248053565
1262,1605,5.44519196717602
141,2739,5.43912657850024
2322,1935,5.4353846892036
1973,1637,5.42821147738596
840,1314,5.4261334876137
155,0,5.42430675419382
1101,2400,5.41847770603408
79,896,5.41214861173466
988,1605,5.40558668885478
174,2527,5.39904744622982
598,1973,5.39535526528562
1973,1143,5.39303081973048
1262,1973,5.39236199859579
1493,2249,5.3854562123006
1378,104,5.38227085873768
430,428,5.37437201037983
374,2192,5.36679427266699
1378,219,5.36564023814981
611,2674,5.355551181593
1715,290,5.35390554660717
717,916,5.3492956479131
2739,423,5.34223407105173
1600,2399,5.33983496843166
1315,1458,5.33795789128635
219,104,5.33542039580789
18,2102,5.32949548080387
1164,2014,5.32657064642763
1046,1938,5.32393640193322
1185,1037,5.31852811600265
1600,936,5.31234029609732
941,2102,5.30973030156611
2043,960,5.30779521581462
141,423,5.30581384160087
2598,1241,5.30522390650003
181,2317,5.30368977923308
218,1156,5.2979268878712
1460,1400,5.2972870950457
1854,2527,5.29628934848779
290,476,5.29550500098321
91,2471,5.29353403180403
2340,1613,5.29234026072845
2525,721,5.2875333334805
1294,526,5.28270357327165
2472,526,5.2826064360047
1129,801,5.27818182426245
616,1733,5.27288185661791
212,2529,5.26913360553226
589,73,5.26845807303243
2572,840,5.2675970527539
1245,155,5.26328834444985
1625,2247,5.26320878327033
1839,2161,5.26152454809881
2566,2456,5.25747891427454
2020,2511,5.25696294062845
862,676,5.25289567161508
1729,1180,5.25245430232235
275,2026,5.24752678542427
2722,573,5.24653018902791
987,2370,5.24482265482857
2563,992,5.24444911451201
1739,1030,5.23950745983802
2148,1474,5.23820058813271
759,2370,5.22282806027897
2551,1115,5.2226800163603
2425,2415,5.22107475407438
99,2561,5.21838804190793
2113,1466,5.21813584022448
1097,841,5.21484726304016
918,1397,5.21437395649355
1716,223,5.21250586799215
1625,931,5.21154250795507
610,1023,5.2095832670625
1258,1400,5.2083973676913
2149,1466,5.20629115732072
578,738,5.20457837146296
1938,2007,5.20146858029693
2191,2723,5.20105136510392
2361,1153,5.20007901591771
1930,2597,5.19827147640353
2013,1732,5.19586185024809
2128,354,5.19452821093682
2247,1858,5.1876855079845
1033,1189,5.1872543446575
593,1466,5.18154417838332
2592,2470,5.18114100253524
745,285,5.18002421240135
2219,2718,5.17983130343464
2429,1965,5.17848704185189
2113,2657,5.17822432847561
2149,600,5.17721343232688
2542,1665,5.17613894831402
2657,600,5.17302241479956
2149,2657,5.17294416919367
1523,1085,5.1697240976705
1072,1738,5.1695744131016
589,550,5.16898567687895
2579,2742,5.16870291352598
757,873,5.16858699124032
1715,476,5.16823475032197
1241,1512,5.16813266785948
2572,1314,5.1676853267345
2113,600,5.16663200090125
873,2236,5.1664897902042
2206,1727,5.16502284232593
1649,2501,5.16370518335816
73,550,5.16338483334221
582,898,5.16312815189667
593,2657,5.16223104231494
963,1853,5.16151743613591
1224,2206,5.16103448535569
2260,1791,5.1605038593093
138,1717,5.15988394071974
2448,979,5.15987294186471
